STATE,STATEICP,STATEFIPS,GISJOIN,COUNTYFIPS,ALLCOUNTIES,RSG_SV1,RSG_LRA1,RSG_SV2,PO_LRA2,GR_SV1,GR_SV2,GR_LRA2,PI_SV1,PI_SV2,PI_LRA3,IP_SV3,OSU_SV1,OSU_LRA1,OSU_SV2,HCA_SV3,HFA_SV2,HFA_LRA2,HFA_SV3,HFA_LRA3,MM_LRA1
Real1,41,1,G0100010,10,DATA1,0,0,0,1,1,0,0,1,1,-999,1,0,1,-999,1,1,1,1,1,1
Real2,41,1,G0100030,30,DATA2,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1
Real3,41,1,G0100050,50,DATA3,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,0,1,1,1
Real4,41,1,G0100070,70,DATA4,0,0,0,1,1,0,0,1,1,-999,1,0,1,-999,-999,1,1,1,0,1
Real5,41,1,G0100090,90,DATA5,0,1,0,0,1,0,0,1,1,-999,1,0,0,-999,-999,1,1,0,1,1
Real6,41,1,G0100110,110,DATA6,0,0,0,0,1,0,0,1,1,-999,-999,1,1,-999,-999,1,1,0,0,1
Real7,41,1,G0100130,130,DATA7,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,1,0,0,1
Real8,41,1,G0100150,150,DATA8,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1
Real9,41,1,G0100170,170,DATA9,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,-999,1,1,1,0,1
Real10,41,1,G0100190,190,DATA10,0,0,0,0,1,0,0,1,1,-999,1,0,0,-999,-999,1,0,0,0,1
Alabama,41,1,G0100210,210,Chilton,0,0,0,0,1,0,0,1,1,1,1,0,1,-999,0,1,0,0,1,1
Alabama,41,1,G0100230,230,Choctaw,0,0,0,0,1,1,1,1,1,-999,-999,1,1,-999,-999,1,1,0,0,1
Alabama,41,1,G0100250,250,Clarke,0,0,0,1,1,1,1,1,1,1,1,1,1,-999,-999,1,0,0,0,1
Alabama,41,1,G0100270,270,Clay,0,0,0,0,1,0,0,1,1,-999,-999,0,1,-999,1,1,1,0,0,1
Alabama,41,1,G0100290,290,Cleburne,0,0,0,0,1,0,0,1,1,-999,-999,0,0,-999,-999,1,1,0,1,1
Alabama,41,1,G0100310,310,Coffee,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,0,0,0,1
Alabama,41,1,G0100330,330,Colbert,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,0,0,1,1
Alabama,41,1,G0100350,350,Conecuh,0,0,0,0,1,1,1,0,1,-999,-999,0,1,-999,1,1,0,1,1,1
Alabama,41,1,G0100370,370,Coosa,0,0,0,0,1,0,0,1,1,-999,-999,0,1,-999,-999,1,1,-999,-999,1
Alabama,41,1,G0100390,390,Covington,0,0,0,0,1,0,0,1,1,0,1,0,1,-999,0,1,0,1,1,1
Alabama,41,1,G0100410,410,Crenshaw,0,0,0,0,1,0,0,1,1,-999,-999,0,1,-999,-999,1,1,1,1,1
Alabama,41,1,G0100430,430,Cullman,0,1,0,0,1,0,0,0,1,0,1,0,0,-999,-999,1,1,1,0,1
Alabama,41,1,G0100450,450,Dale,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,0,0,1,1
Alabama,41,1,G0100470,470,Dallas,0,0,0,0,1,1,1,1,1,-999,0,1,1,-999,1,1,0,1,0,1
Alabama,41,1,G0100490,490,DeKalb,0,1,0,0,1,0,0,0,1,-999,1,0,0,-999,1,1,1,0,0,1
Alabama,41,1,G0100510,510,Elmore,0,0,0,1,1,0,0,1,1,-999,1,0,1,-999,1,1,0,1,0,1
Alabama,41,1,G0100530,530,Escambia,0,1,0,0,1,1,1,0,1,-999,1,0,1,-999,0,1,1,1,1,1
Alabama,41,1,G0100550,550,Etowah,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1
Alabama,41,1,G0100570,570,Fayette,0,0,0,0,1,0,0,0,1,-999,-999,0,1,-999,0,1,0,0,1,1
Alabama,41,1,G0100590,590,Franklin,0,0,0,0,1,0,0,1,1,-999,1,0,0,-999,0,1,0,0,0,1
Alabama,41,1,G0100610,610,Geneva,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,1,0,0,1
Alabama,41,1,G0100630,630,Greene,0,0,0,0,1,0,0,0,1,1,-999,1,1,-999,-999,1,1,-999,0,1
Alabama,41,1,G0100650,650,Hale,0,0,0,1,1,1,1,1,1,-999,-999,1,1,-999,-999,1,1,1,1,1
Alabama,41,1,G0100670,670,Henry,0,0,0,1,1,0,0,1,1,-999,-999,0,1,-999,-999,1,1,1,1,1
Alabama,41,1,G0100690,690,Houston,0,0,0,0,1,0,0,1,1,1,1,0,1,-999,0,1,0,1,0,1
Alabama,41,1,G0100710,710,Jackson,0,0,0,0,1,0,0,1,1,-999,1,0,0,-999,0,1,0,0,0,1
Alabama,41,1,G0100730,730,Jefferson,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0
Alabama,41,1,G0100750,750,Lamar,0,0,0,1,1,0,0,1,1,-999,-999,0,1,-999,-999,1,0,1,0,1
Alabama,41,1,G0100770,770,Lauderdale,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,0,0,0,1
Alabama,41,1,G0100790,790,Lawrence,0,0,0,1,1,0,0,1,1,-999,1,0,1,-999,-999,1,1,0,1,1
Alabama,41,1,G0100810,810,Lee,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1
Alabama,41,1,G0100830,830,Limestone,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,0,1,1,1
Alabama,41,1,G0100850,850,Lowndes,0,0,0,1,1,0,0,1,1,1,-999,1,1,-999,-999,1,1,0,0,1
Alabama,41,1,G0100870,870,Macon,0,0,0,1,1,0,0,1,1,-999,0,1,1,-999,-999,1,0,0,0,1
Alabama,41,1,G0100890,890,Madison,0,0,0,0,1,0,0,1,1,1,1,0,1,-999,1,1,1,0,0,0
Alabama,41,1,G0100910,910,Marengo,0,0,0,1,1,1,1,1,1,-999,1,1,1,-999,-999,1,1,1,1,1
Alabama,41,1,G0100930,930,Marion,0,0,0,0,1,0,0,1,1,-999,1,0,0,-999,-999,1,0,0,1,1
Alabama,41,1,G0100950,950,Marshall,0,1,0,0,1,0,0,0,1,-999,1,0,0,-999,0,1,0,0,0,1
Alabama,41,1,G0100970,970,Mobile,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
Alabama,41,1,G0100990,990,Monroe,0,0,0,1,1,1,1,1,1,1,1,1,1,-999,0,1,0,0,0,1
Alabama,41,1,G0101010,1010,Montgomery,0,1,0,0,1,0,0,1,1,1,1,1,1,-999,0,1,0,1,0,0
Alabama,41,1,G0101030,1030,Morgan,0,0,0,0,1,0,0,1,1,-999,1,0,1,-999,0,1,1,0,0,1
Alabama,41,1,G0101050,1050,Perry,0,0,0,0,1,1,1,1,1,-999,-999,1,1,-999,-999,1,0,0,0,1
Alabama,41,1,G0101070,1070,Pickens,0,0,0,0,1,0,0,1,1,-999,-999,0,1,-999,-999,1,0,0,0,1
Alabama,41,1,G0101090,1090,Pike,0,0,0,1,1,0,0,1,1,-999,1,0,1,-999,0,1,0,1,0,1
Alabama,41,1,G0101110,1110,Randolph,0,0,0,1,1,0,0,0,1,1,1,0,1,-999,-999,1,1,0,1,1
Alabama,41,1,G0101130,1130,Russell,0,0,0,0,1,0,0,1,1,1,1,1,1,-999,1,1,1,0,0,1
Alabama,41,1,G0101170,1170,Shelby,0,0,0,0,1,0,0,1,1,-999,1,0,1,1,0,1,1,0,0,1
Alabama,41,1,G0101150,1150,St. Clair,0,0,0,1,1,0,0,1,1,0,1,0,1,-999,0,1,1,0,0,1
Alabama,41,1,G0101190,1190,Sumter,0,0,0,0,1,0,0,1,1,-999,-999,1,1,-999,-999,1,0,1,1,1
Alabama,41,1,G0101210,1210,Talladega,0,0,0,0,1,0,0,1,1,1,1,0,1,-999,1,1,1,0,1,1
Alabama,41,1,G0101230,1230,Tallapoosa,0,0,0,0,1,0,0,1,1,1,1,0,1,-999,0,1,1,0,0,1
Alabama,41,1,G0101250,1250,Tuscaloosa,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1
Alabama,41,1,G0101270,1270,Walker,0,1,0,0,1,0,0,1,1,0,1,0,1,-999,0,1,1,0,0,1
Alabama,41,1,G0101290,1290,Washington,0,0,0,0,1,1,1,1,1,-999,-999,0,1,-999,-999,1,1,0,0,1
Alabama,41,1,G0101310,1310,Wilcox,0,0,0,0,1,1,1,1,1,-999,-999,1,1,-999,-999,1,0,0,0,1
Alabama,41,1,G0101330,1330,Winston,0,1,0,0,1,0,0,0,1,-999,1,0,0,-999,-999,1,0,0,1,1
Alaska,81,2,G0200100,10,Aleutian Islands,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,-999,-999,1
Alaska,81,2,G0200130,13,Aleutians East,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,1
Alaska,81,2,G0200160,16,Aleutians West,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,0,0,1
Alaska,81,2,G0200200,20,Anchorage,0,0,0,0,0,1,1,0,0,-999,1,-999,-999,-999,-999,0,1,0,0,1
Alaska,81,2,G0200400,40,Barrow,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0200500,50,Bethel,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,1
Alaska,81,2,G0200600,60,Bristol Bay Borough,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,0,1,1
Alaska,81,2,G0200620,62,Bristol Bay Division,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,0,-999,1
Alaska,81,2,G0200630,63,Chugach Census Area,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0200660,66,Copper River Census Area,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0200800,80,Cordova-McCarthy,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0200680,68,Denali,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,1,-999,1
Alaska,81,2,G0200700,70,Dillingham,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,1,1
Alaska,81,2,G0200900,90,Fairbanks North Star,0,0,0,0,0,1,1,0,0,-999,1,-999,-999,-999,-999,0,1,0,0,1
Alaska,81,2,G0201000,100,Haines,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,1
Alaska,81,2,G0201050,105,Hoonah-Angoon Census Area,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,0,0,1
Alaska,81,2,G0201100,110,Juneau,0,0,0,0,0,1,1,0,0,-999,1,-999,-999,-999,-999,0,1,1,1,1
Alaska,81,2,G0201220,122,Kenai Peninsula,0,0,0,0,0,1,1,0,0,-999,1,-999,-999,-999,-999,0,1,1,0,1
Alaska,81,2,G0201200,120,Kenai-Cook Inlet,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0201300,130,Ketchikan Gateway,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,1,0,1
Alaska,81,2,G0201400,140,Kobuk,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0201500,150,Kodiak Island,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,1,0,1
Alaska,81,2,G0201580,158,Kusilvak Census Area,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0201600,160,Kuskokwim,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0201640,164,Lake And Peninsula,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,0,-999,1
Alaska,81,2,G0201700,170,Matanuska-Susitna,0,0,0,0,0,1,1,0,0,-999,1,-999,-999,-999,-999,0,1,0,1,1
Alaska,81,2,G0201800,180,Nome,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,1
Alaska,81,2,G0201850,185,North Slope,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,1,1
Alaska,81,2,G0201880,188,Northwest Arctic,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,1,0,1
Alaska,81,2,G0201900,190,Outer Ketchikan,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0201950,195,Petersburg Borough,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,0,0,1
Alaska,81,2,G0202000,200,Prince Of Wales,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,1,-999,0,-999,-999,-999,1
Alaska,81,2,G0201980,198,Prince of Wales-Hyder Census Area,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,0,0,1
Alaska,81,2,G0202010,201,Prince Of Wales-Outer Ketchikan,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,-999,-999,1
Alaska,81,2,G0202100,210,Seward,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0202200,220,Sitka,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,1,0,1
Alaska,81,2,G0202300,230,Skagway Municipality,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,0,0,1
Alaska,81,2,G0202320,232,Skagway-Hoonah-Angoon,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,-999,-999,1
Alaska,81,2,G0202310,231,Skagway-Yakutat-Angoon,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0202400,240,Southeast Fairbanks,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,1
Alaska,81,2,G0202500,250,Upper Yukon,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0202600,260,Valdez-Chitina-Whittier,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska,81,2,G0202610,261,Valdez-Cordova,0,0,0,0,0,1,1,0,0,0,-999,-999,-999,-999,-999,0,1,0,0,1
Alaska,81,2,G0202700,270,Wade Hampton,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,1
Alaska,81,2,G0202800,280,Wrangell City and Borough,0,0,0,-999,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,-999,0,0,1
Alaska,81,2,G0202800,280,Wrangell-Petersburg,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,-999,-999,1
Alaska,81,2,G0202820,282,Yakutat,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,0,0,0,1
Alaska,81,2,G0202900,290,Yukon-Koyukuk,0,0,0,0,0,1,1,0,0,-999,-999,-999,-999,-999,-999,0,1,0,1,1
Alaska Territory,81,2,G0250015,15,First Judicial Dist,0,0,0,-999,1,1,1,0,-999,-999,-999,-999,0,-999,-999,0,-999,-999,-999,1
Alaska Territory,81,2,G0250035,35,Fourth Judicial Dist,0,0,0,-999,1,1,1,0,-999,-999,-999,-999,0,-999,-999,0,-999,-999,-999,1
Alaska Territory,81,2,G0250075,75,Second Judicial Dist,0,0,0,-999,1,1,1,0,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,-999,1
Alaska Territory,81,2,G0250115,115,Third Judicial Dist,0,0,0,-999,1,1,1,0,-999,-999,-999,-999,0,-999,-999,0,-999,-999,-999,1
Arizona,61,4,G0400010,10,Apache,0,0,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arizona,61,4,G0400030,30,Cochise,0,1,0,0,1,0,0,0,0,0,1,0,0,-999,0,1,1,0,0,1
Arizona,61,4,G0400050,50,Coconino,0,0,0,0,1,0,0,0,0,-999,1,0,0,1,0,1,1,0,0,1
Arizona,61,4,G0400070,70,Gila,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,1,0,0,1
Arizona,61,4,G0400090,90,Graham,0,0,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,1,0,0,1
Arizona,61,4,G0400110,110,Greenlee,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,1,1,0,1
Arizona,61,4,G0400120,120,La Paz,0,0,0,0,1,0,0,0,0,0,1,-999,-999,-999,-999,1,1,0,0,1
Arizona,61,4,G0400130,130,Maricopa,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
Arizona,61,4,G0400150,150,Mohave,0,1,0,0,1,0,0,0,0,0,1,0,0,-999,0,1,0,0,1,1
Arizona,61,4,G0400170,170,Navajo,0,0,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arizona,61,4,G0400190,190,Pima,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
Arizona,61,4,G0400210,210,Pinal,0,0,0,0,1,0,0,0,0,0,1,0,0,-999,0,1,1,0,0,1
Arizona,61,4,G0400230,230,Santa Cruz,0,0,0,0,1,0,0,0,0,0,1,0,0,-999,-999,1,1,0,0,1
Arizona,61,4,G0400250,250,Yavapai,0,1,0,0,1,0,0,0,0,0,1,0,0,1,-999,1,1,0,0,1
Arizona,61,4,G0400270,270,Yuma,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
Arkansas,42,5,G0500010,10,Arkansas,0,0,0,0,1,0,0,1,0,-999,-999,0,1,-999,0,1,0,0,0,1
Arkansas,42,5,G0500030,30,Ashley,0,0,0,0,1,0,0,1,0,1,1,0,1,-999,0,1,0,0,1,1
Arkansas,42,5,G0500050,50,Baxter,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500070,70,Benton,0,1,0,0,1,0,0,0,0,-999,1,0,0,1,0,1,0,0,0,1
Arkansas,42,5,G0500090,90,Boone,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500110,110,Bradley,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,0,1,0,1,1,1
Arkansas,42,5,G0500130,130,Calhoun,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,-999,1,1,0,1,1
Arkansas,42,5,G0500150,150,Carroll,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500170,170,Chicot,1,0,0,1,1,0,0,1,0,-999,-999,1,1,-999,1,1,0,0,0,1
Arkansas,42,5,G0500190,190,Clark,0,1,0,1,1,0,0,1,0,-999,1,0,1,-999,0,1,1,1,1,1
Arkansas,42,5,G0500210,210,Clay,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500230,230,Cleburne,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,0,1,0,1
Arkansas,42,5,G0500250,250,Cleveland,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500270,270,Columbia,0,1,0,0,1,0,0,1,0,1,1,0,1,-999,0,1,0,1,1,1
Arkansas,42,5,G0500290,290,Conway,0,1,0,1,1,0,0,1,0,-999,1,0,1,-999,-999,1,0,1,0,1
Arkansas,42,5,G0500310,310,Craighead,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,0,1,0,0,0,1
Arkansas,42,5,G0500330,330,Crawford,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500350,350,Crittenden,0,0,0,0,1,0,0,1,0,-999,1,1,1,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500370,370,Cross,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,1,1,0,1,1,1
Arkansas,42,5,G0500390,390,Dallas,0,0,0,0,1,0,0,0,0,-999,-999,0,1,-999,-999,1,0,1,0,1
Arkansas,42,5,G0500410,410,Desha,0,0,0,1,1,0,0,1,0,-999,-999,1,1,-999,-999,1,0,1,1,1
Arkansas,42,5,G0500430,430,Drew,0,0,0,0,1,0,0,1,0,-999,-999,0,1,-999,1,1,0,0,0,1
Arkansas,42,5,G0500450,450,Faulkner,0,0,0,1,1,0,0,1,0,-999,1,0,1,-999,0,1,0,0,0,1
Arkansas,42,5,G0500470,470,Franklin,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500490,490,Fulton,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500510,510,Garland,0,0,0,0,1,0,0,1,0,0,1,0,1,-999,0,1,0,0,0,0
Arkansas,42,5,G0500530,530,Grant,0,1,0,1,1,0,0,1,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500550,550,Greene,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500570,570,Hempstead,0,0,0,1,1,0,0,1,0,-999,1,0,1,-999,1,1,0,1,1,1
Arkansas,42,5,G0500590,590,Hot Spring,0,1,0,1,1,0,0,1,0,-999,1,0,1,-999,1,1,0,0,0,1
Arkansas,42,5,G0500610,610,Howard,0,1,0,0,1,0,0,1,0,-999,-999,0,1,-999,0,1,0,1,1,1
Arkansas,42,5,G0500630,630,Independence,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,0,1,0,0,0,1
Arkansas,42,5,G0500650,650,Izard,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Arkansas,42,5,G0500670,670,Jackson,0,1,0,0,1,0,0,1,0,-999,-999,0,1,-999,-999,1,0,1,0,1
Arkansas,42,5,G0500690,690,Jefferson,0,0,0,0,1,0,0,1,0,1,1,1,1,-999,0,1,0,0,0,0
Arkansas,42,5,G0500710,710,Johnson,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500730,730,Lafayette,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,-999,1,0,1,0,1
Arkansas,42,5,G0500750,750,Lawrence,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Arkansas,42,5,G0500770,770,Lee,0,0,0,1,1,0,0,1,0,1,-999,1,1,-999,-999,1,1,0,0,1
Arkansas,42,5,G0500790,790,Lincoln,0,0,0,1,1,0,0,1,0,-999,-999,1,1,-999,-999,1,1,1,0,1
Arkansas,42,5,G0500810,810,Little River,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,-999,1,0,1,1,1
Arkansas,42,5,G0500830,830,Logan,0,1,0,0,1,0,0,1,0,0,1,0,0,-999,-999,1,0,1,1,1
Arkansas,42,5,G0500850,850,Lonoke,0,1,0,1,1,0,0,1,0,-999,1,0,1,-999,-999,1,0,0,1,1
Arkansas,42,5,G0500870,870,Madison,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Arkansas,42,5,G0500890,890,Marion,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,1,1,1
Arkansas,42,5,G0500910,910,Miller,0,1,0,0,1,0,0,1,0,-999,1,0,1,-999,-999,1,0,0,0,1
Arkansas,42,5,G0500930,930,Mississippi,0,1,0,0,1,0,0,1,0,-999,1,0,1,-999,1,1,0,0,1,1
Arkansas,42,5,G0500950,950,Monroe,0,0,0,1,1,0,0,1,0,-999,-999,1,1,-999,-999,1,0,1,0,1
Arkansas,42,5,G0500970,970,Montgomery,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,1,1,0,1
Arkansas,42,5,G0500990,990,Nevada,0,0,0,0,1,0,0,1,0,-999,-999,0,1,-999,-999,1,0,0,0,1
Arkansas,42,5,G0501010,1010,Newton,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Arkansas,42,5,G0501030,1030,Ouachita,0,0,0,0,1,0,0,1,0,-999,1,0,1,-999,1,1,0,1,0,1
Arkansas,42,5,G0501050,1050,Perry,0,1,0,0,1,0,0,0,0,0,-999,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0501070,1070,Phillips,1,0,0,0,1,0,0,1,0,1,0,1,1,-999,1,1,0,0,0,1
Arkansas,42,5,G0501090,1090,Pike,0,1,0,0,1,0,0,0,0,-999,-999,0,1,-999,-999,1,0,1,0,1
Arkansas,42,5,G0501110,1110,Poinsett,0,1,0,0,1,0,0,1,0,0,1,0,1,-999,-999,1,1,0,0,1
Arkansas,42,5,G0501130,1130,Polk,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,-999,1,0,0,1,1
Arkansas,42,5,G0501150,1150,Pope,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,0,1,0,0,0,1
Arkansas,42,5,G0501170,1170,Prairie,0,0,0,1,1,0,0,1,0,-999,-999,0,1,-999,-999,1,0,0,0,1
Arkansas,42,5,G0501190,1190,Pulaski,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
Arkansas,42,5,G0501210,1210,Randolph,0,0,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Arkansas,42,5,G0501250,1250,Saline,0,1,0,0,1,0,0,0,0,-999,1,0,0,-999,0,1,0,0,0,1
Arkansas,42,5,G0501270,1270,Scott,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,1,0,1
Arkansas,42,5,G0501290,1290,Searcy,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,1,1
Arkansas,42,5,G0501310,1310,Sebastian,0,1,0,0,1,0,0,1,0,0,1,0,1,-999,0,1,0,0,0,1
Arkansas,42,5,G0501330,1330,Sevier,0,1,0,0,1,0,0,1,0,-999,-999,0,1,-999,-999,1,0,1,0,1
Arkansas,42,5,G0501350,1350,Sharp,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,0,0,1
Arkansas,42,5,G0501230,1230,St. Francis,0,0,0,0,1,0,0,1,0,-999,0,1,1,-999,1,1,0,0,0,0
Arkansas,42,5,G0501370,1370,Stone,0,1,0,0,1,0,0,1,0,-999,-999,0,0,-999,-999,1,1,0,0,1
Arkansas,42,5,G0501390,1390,Union,0,0,0,0,1,0,0,1,0,1,1,0,1,-999,0,1,0,1,1,1
Arkansas,42,5,G0501410,1410,Van Buren,0,1,0,0,1,0,0,0,0,-999,-999,0,0,-999,-999,1,0,1,0,1
Arkansas,42,5,G0501430,1430,Washington,0,1,0,0,1,0,0,0,0,-999,1,0,0,1,0,1,0,0,0,1
Arkansas,42,5,G0501450,1450,White,0,1,0,0,1,0,0,1,0,-999,1,0,0,-999,0,1,0,0,0,1
